('https://www.cs.jhu.edu/~yarowsky/', 'PHONE', '(410) 516-5372')
('https://www.cs.jhu.edu/~yarowsky/', 'EMAIL', 'yarowsky@jhu.edu')
('https://www.cs.jhu.edu/~yarowsky/', 'ADDRESS', 'Baltimore, MD 21218')
('https://www.cs.jhu.edu/~yarowsky/466.officehours.html', 'EMAIL', 'arya@jhu.edu')
('https://www.cs.jhu.edu/~yarowsky/466.officehours.html', 'EMAIL', 'czhan105@jhu.edu')
('https://www.cs.jhu.edu/~yarowsky/466.officehours.html', 'EMAIL', 'smei5@jhu.edu')
('http://www.cs.jhu.edu/~yarowsky/cs415.html', 'PHONE', '6003154156')
('http://www.cs.jhu.edu/~yarowsky/cs415.html', 'PHONE', '415615-2020')
('http://www.cs.jhu.edu', 'PHONE', '2558320782')
('http://www.cs.jhu.edu', 'PHONE', '2558320782')
('http://www.cs.jhu.edu', 'PHONE', '1741788161')
('http://www.cs.jhu.edu', 'PHONE', '1741788161')
('http://www.cs.jhu.edu', 'PHONE', '1741788161')
('http://www.cs.jhu.edu', 'PHONE', '1741788161')
('http://www.cs.jhu.edu', 'PHONE', '1741788161')
('http://www.cs.jhu.edu', 'PHONE', '1741788161')
('http://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu/~yarowsky/cs466slides/4slides/http.example/basic.example', 'EMAIL', 'yarowsky@cs.jhu.edu')
('https://www.cs.jhu.edu/~yarowsky/cs466slides/4slides/http.example/basic.example', 'EMAIL', 'brill@cs.jhu.edu')
('https://www.cs.jhu.edu/~yarowsky/cs466slides/4slides/http.example/basic.example', 'EMAIL', 'brill@cs.jhu.edu')
('http://www.cs.jhu.edu/~yarowsky/wvlc6.html', 'EMAIL', 'ec@cs.brown.edu')
('http://www.cs.jhu.edu/~yarowsky/wvlc6.html', 'ADDRESS', 'Baltimore, MD 21218')
('http://www.cs.jhu.edu/~yarowsky/', 'PHONE', '(410) 516-5372')
('http://www.cs.jhu.edu/~yarowsky/', 'EMAIL', 'yarowsky@jhu.edu')
('http://www.cs.jhu.edu/~yarowsky/', 'ADDRESS', 'Baltimore, MD 21218')
('http://www.cs.jhu.edu/~yarowsky/415.officehours.html', 'EMAIL', 'nnajjar2@jhu.edu')
('http://www.cs.jhu.edu/~yarowsky/415.officehours.html', 'EMAIL', 'aomprak2@jh.edu')
('http://www.cs.jhu.edu/~yarowsky/415.officehours.html', 'EMAIL', 'asandhu9@jh.edu')
('http://www.cs.jhu.edu/~yarowsky/415.officehours.html', 'EMAIL', 'jprasad2@jh.edu')
('http://www.cs.jhu.edu/~yarowsky/415.officehours.html', 'EMAIL', 'jcui19@jhu.edu')
('http://www.cs.jhu.edu/~yarowsky/415.officehours.html', 'EMAIL', 'wli131@jh.edu')
('http://www.cs.jhu.edu/~yarowsky/415.officehours.html', 'EMAIL', 'zliu166@jhu.edu')
('https://lists.cs.jhu.edu/mailman/listinfo/sem', 'PHONE', '1744352471')
('https://lists.cs.jhu.edu/mailman/listinfo/sem', 'EMAIL', 'sem@cs.jhu.edu')
('https://lists.cs.jhu.edu/mailman/listinfo/sem', 'EMAIL', 'sem@cs.jhu.edu')
('https://lists.cs.jhu.edu/mailman/listinfo/sem', 'EMAIL', 'sem-owner@cs.jhu.edu')
('https://www.cs.jhu.edu/about/department-leadership/', 'PHONE', '2558320782')
('https://www.cs.jhu.edu/about/department-leadership/', 'PHONE', '2558320782')
('https://www.cs.jhu.edu/about/department-leadership/', 'PHONE', '4105168775')
('https://www.cs.jhu.edu/about/department-leadership/', 'PHONE', '410-516-8775')
('https://www.cs.jhu.edu/about/department-leadership/', 'PHONE', '4105164117')
('https://www.cs.jhu.edu/about/department-leadership/', 'PHONE', '410-516-4117')
